date,rank,film
2017-04-23,1,The Fate of the Furious
2017-04-23,1,Fast & Furious 8
2017-04-26,1,Guardians of the Galaxy Vol. 2
2017-04-30,1,Beauty and the Beast
2017-04-30,1,The Fate of the Furious
2017-04-30,1,Shock Wave
2017-04-30,1,The Mayor
2017-04-30,1,Guardians of the Galaxy Vol. 2
2017-05-03,1,Guardians of the Galaxy Vol. 2
2017-05-07,1,Beauty and the Beast
2017-05-07,1,How to Be a Latin Lover
2017-05-07,1,Bad Genius
2017-05-07,1,Guardians of the Galaxy Vol. 2
2017-05-07,1,The Fate of the Furious
2017-05-10,1,Alien: Covenant
2017-05-14,1,Guardians of the Galaxy Vol. 2
2017-05-14,1,The Fate of the Furious
2017-05-14,1,How to Be a Latin Lover
2017-05-14,1,Bad Genius
2017-05-14,1,Dangal
2017-05-14,1,Beauty and the Beast
2017-05-14,1,Alien: Covenant
2017-05-17,1,King Arthur: Legend of the Sword
2017-05-21,1,King Arthur: Legend of the Sword
2017-05-21,1,The Fate of the Furious
2017-05-21,1,Dangal
2017-05-21,1,Beauty and the Beast
2017-05-21,1,How to Be a Latin Lover
2017-05-21,1,Get Out
2017-05-21,1,Alien: Covenant
2017-05-28,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-05-28,1,Get Out
2017-05-28,1,Pirates of the Caribbean: Salazar's Revenge
2017-05-28,1,The Fate of the Furious
2017-05-28,1,Beauty and the Beast
2017-05-31,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-06-04,1,Beauty and the Beast
2017-06-04,1,Get Out
2017-06-04,1,Baywatch
2017-06-04,1,Wonder Woman
2017-06-04,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-06-04,1,The Fate of the Furious
2017-06-07,1,Wonder Woman
2017-06-11,1,Baywatch
2017-06-11,1,Confession of Murder
2017-06-11,1,The Mummy
2017-06-11,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-06-11,1,Wonder Woman
2017-06-14,1,Baywatch
2017-06-14,1,The Mummy
2017-06-18,1,Wonder Woman
2017-06-18,1,Alien: Covenant
2017-06-18,1,Confession of Murder
2017-06-18,1,The Mummy
2017-06-18,1,Cars 3
2017-06-18,1,Despicable Me 3
2017-06-18,1,Baywatch
2017-06-18,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-06-25,1,Confession of Murder
2017-06-25,1,Wonder Woman
2017-06-25,1,Baywatch
2017-06-25,1,The Mummy
2017-06-25,1,Transformers: The Last Knight
2017-06-25,1,Cars 3
2017-06-25,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-06-28,1,Transformers: The Last Knight
2017-07-02,1,Transformers: The Last Knight
2017-07-02,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-07-02,1,Anarchist from Colony
2017-07-02,1,Despicable Me 3
2017-07-05,1,Despicable Me 3
2017-07-09,1,Spider-Man: Homecoming
2017-07-09,1,Pirates of the Caribbean: Dead Men Tell No Tales
2017-07-09,1,Despicable Me 3
2017-07-12,1,Spider-Man: Homecoming
2017-07-16,1,War for the Planet of the Apes
2017-07-16,1,Wu Kong
2017-07-16,1,Spider-Man: Homecoming
2017-07-16,1,Pokémon the Movie 20: I Choose You!
2017-07-16,1,Despicable Me 3
2017-07-16,1,Gintama
2017-07-19,1,Dunkirk
2017-07-23,1,Spider-Man: Homecoming
2017-07-23,1,Brotherhood of Blades 2
2017-07-23,1,Dunkirk
2017-07-23,1,Transformers: The Last Knight
2017-07-23,1,Valerian and the City of a Thousand Planets
2017-07-23,1,Despicable Me 3
2017-07-26,1,Valerian and the City of a Thousand Planets
2017-07-30,1,Dunkirk
2017-07-30,1,Transformers: The Last Knight
2017-07-30,1,The Battleship Island
2017-07-30,1,Valerian and the City of a Thousand Planets
2017-07-30,1,Spider-Man: Homecoming
2017-07-30,1,Wolf Warriors 2
2017-07-30,1,War for the Planet of the Apes
2017-07-30,1,Despicable Me 3
2017-08-02,1,Despicable Me 3
2017-08-02,1,War for the Planet of the Apes
2017-08-06,1,Baby Driver
2017-08-06,1,Annabelle: Creation
2017-08-06,1,A Taxi Driver
2017-08-06,1,Despicable Me 3
2017-08-06,1,Wolf Warriors 2
2017-08-06,1,The Emoji Movie
2017-08-06,1,War for the Planet of the Apes
2017-08-06,1,The Dark Tower
2017-08-06,1,Dunkirk
2017-08-06,1,Spider-Man: Homecoming
2017-08-06,1,Atomic Blonde
2017-08-13,1,El Fútbol o yo
2017-08-13,1,Wolf Warriors 2
2017-08-13,1,The Dark Tower
2017-08-13,1,War for the Planet of the Apes
2017-08-13,1,Despicable Me 3
2017-08-13,1,Annabelle: Creation
2017-08-13,1,A Taxi Driver
2017-08-13,1,Hazlo Como Hombre
2017-08-13,1,The Emoji Movie
2017-08-13,1,Spider-Man: Homecoming
2017-08-13,1,Grießnockerlaffäre
2017-08-16,1,War for the Planet of the Apes
2017-08-20,1,Atomic Blonde
2017-08-20,1,Wolf Warriors 2
2017-08-20,1,The Emoji Movie
2017-08-20,1,Bullyparade – Der Film
2017-08-20,1,Valerian and the City of a Thousand Planets
2017-08-20,1,A Taxi Driver
2017-08-20,1,War for the Planet of the Apes
2017-08-20,1,The Summit
2017-08-20,1,Annabelle: Creation
2017-08-20,1,The Hitman's Bodyguard
2017-08-20,1,High&Low The Movie 2 / End of Sky
2017-08-23,1,Valerian and the City of a Thousand Planets
2017-08-27,1,V.I.P.
2017-08-27,1,The Summit
2017-08-27,1,Despicable Me 3
2017-08-27,1,Valerian and the City of a Thousand Planets
2017-08-27,1,Sekigahara
2017-08-27,1,Tad the Lost Explorer and the Secret of King Midas
2017-08-27,1,The Hitman's Bodyguard
2017-08-27,1,The Emoji Movie
2017-08-27,1,American Made
2017-08-27,1,The Dark Tower
2017-08-27,1,Annabelle: Creation
2017-08-30,1,What Happened to Monday
2017-09-03,1,Tad the Lost Explorer and the Secret of King Midas
2017-09-03,1,Bullyparade – Der Film
2017-09-03,1,Dunkirk
2017-09-03,1,Sekigahara
2017-09-03,1,The Hitman's Bodyguard
2017-09-03,1,Amityville: The Awakening
2017-09-03,1,The Dark Tower
2017-09-03,1,Som Pak Sian
2017-09-03,1,The Nut Job 2: Nutty by Nature
2017-09-03,1,Annabelle: Creation
2017-09-03,1,Despicable Me 3
2017-09-03,1,The Emoji Movie
2017-09-06,1,American Made
2017-09-06,1,What Happened to Monday
2017-09-10,1,Dunkirk
2017-09-10,1,It
2017-09-10,1,The Nut Job 2: Nutty by Nature
2017-09-10,1,The Emoji Movie
2017-09-10,1,Annabelle: Creation
2017-09-10,1,The Glass Castle
2017-09-10,1,Monster Family
2017-09-10,1,Memoir of a Murderer
2017-09-10,1,Spider-Man: Homecoming
2017-09-10,1,American Made
2017-09-10,1,Girls Trip
2017-09-10,1,Despicable Me 3
2017-09-17,1,American Made
2017-09-17,1,Amityville: The Awakening
2017-09-17,1,Dunkirk
2017-09-17,1,Annabelle: Creation
2017-09-17,1,Memoir of a Murderer
2017-09-17,1,War for the Planet of the Apes
2017-09-17,1,Cars 3
2017-09-17,1,The Nut Job 2: Nutty by Nature
2017-09-17,1,It
2017-09-17,1,Alien: Covenant
2017-09-17,1,Baby Driver
2017-09-20,1,It
2017-09-24,1,American Made
2017-09-24,1,Kingsman: The Golden Circle
2017-09-24,1,Mother!
2017-09-24,1,It
2017-09-24,1,I Can Speak
2017-09-24,1,Cars 3
2017-09-24,1,War for the Planet of the Apes
2017-09-24,1,Miracles of the Namiya General Store
2017-09-27,1,It
2017-10-01,1,Ajin: Demi-Human
2017-10-01,1,American Made
2017-10-01,1,Never Say Die
2017-10-01,1,The Emoji Movie
2017-10-01,1,It
2017-10-01,1,Kingsman: The Golden Circle
2017-10-01,1,Amityville: The Awakening
2017-10-04,1,C'est la vie!
2017-10-08,1,It
2017-10-08,1,The Fortress
2017-10-08,1,Outrage Coda
2017-10-08,1,The Healer
2017-10-08,1,Blade Runner 2049
2017-10-08,1,Never Say Die
2017-10-11,1,Kingsman: The Golden Circle
2017-10-15,1,Cómo Cortar a tu Patán
2017-10-15,1,Never Say Die
2017-10-15,1,Happy Death Day
2017-10-15,1,Woody Woodpecker
2017-10-15,1,Flatliners
2017-10-15,1,Condorito: La Película
2017-10-15,1,My Little Pony: The Movie
2017-10-15,1,Fate/stay night: Heaven's Feel I. presage flower
2017-10-15,1,The Outlaws
2017-10-15,1,Blade Runner 2049
2017-10-15,1,Geostorm
2017-10-15,1,It
2017-10-18,1,Kingsman: The Golden Circle
2017-10-22,1,Condorito: La Película
2017-10-22,1,It
2017-10-22,1,Blade Runner 2049
2017-10-22,1,Mixed Doubles
2017-10-22,1,The Outlaws
2017-10-22,1,Kingsman: The Golden Circle
2017-10-22,1,Geostorm
2017-10-22,1,Boo 2! A Madea Halloween
2017-10-22,1,My Little Pony: The Movie
2017-10-22,1,Happy Death Day
2017-10-25,1,Thor: Ragnarok
2017-10-29,1,Thor: Ragnarok
2017-10-29,1,Fack ju Göhte 3
2017-10-29,1,Kirakira PreCure a la Mode the Movie: Crisply! The Memory of Mille-feuille!
2017-10-29,1,Blade Runner 2049
2017-10-29,1,Jigsaw
2017-10-29,1,Geostorm
2017-10-29,1,Coco
2017-11-01,1,Thor: Ragnarok
2017-11-05,1,Thor: Ragnarok
2017-11-05,1,Jigsaw
2017-11-05,1,The Nut Job 2: Nutty by Nature
2017-11-05,1,Coco
2017-11-05,1,Fack ju Göhte 3
2017-11-08,1,Épouse-moi mon pote
2017-11-12,1,High&Low The Movie 3 / Final Mission
2017-11-12,1,A Bad Moms Christmas
2017-11-12,1,The Nut Job 2: Nutty by Nature
2017-11-12,1,Jigsaw
2017-11-12,1,Daddy's Home 2
2017-11-12,1,Thor: Ragnarok
2017-11-12,1,The Place
2017-11-12,1,Murder on the Orient Express
2017-11-12,1,Coco
2017-11-15,1,Justice League
2017-11-19,1,Thor: Ragnarok
2017-11-19,1,A Bad Moms Christmas
2017-11-19,1,It
2017-11-19,1,Jigsaw
2017-11-19,1,Justice League
2017-11-22,1,Justice League
2017-11-26,1,A Bad Moms Christmas
2017-11-26,1,Justice League
2017-11-26,1,Victoria & Abdul
2017-11-26,1,Thor: Ragnarok
2017-11-26,1,Murder on the Orient Express
2017-11-26,1,Coco
2017-11-26,1,The Swindlers
2017-11-29,1,Coco
2017-12-03,1,Coco
2017-12-03,1,Victoria & Abdul
2017-12-03,1,Murder on the Orient Express
2017-12-03,1,Daddy's Home 2
2017-12-03,1,The Swindlers
2017-12-03,1,Justice League
2017-12-03,1,Wonder
2017-12-03,1,Fullmetal Alchemist
2017-12-06,1,Santa & Cie
2017-12-10,1,Daddy's Home 2
2017-12-10,1,Kamen Rider Heisei Generations Final: Build & Ex-Aid with Legend Rider
2017-12-10,1,The Swindlers
2017-12-10,1,Murder on the Orient Express
2017-12-10,1,Wonder
2017-12-10,1,Justice League
2017-12-10,1,Coco
2017-12-13,1,Star Wars: The Last Jedi
2017-12-17,1,Star Wars: The Last Jedi
2017-12-17,1,Wonder
2017-12-17,1,Star Wars: The Last Jedi †
2017-12-17,1,Youth
2017-12-17,1,Steel Rain
2017-12-20,1,Along with the Gods: The Two Worlds
2017-12-20,1,Star Wars: The Last Jedi
2017-12-24,1,Ferdinand
2017-12-24,1,Youth
2017-12-24,1,Star Wars: The Last Jedi
2017-12-24,1,Star Wars: The Last Jedi †
2017-12-24,1,Jumanji: Welcome to the Jungle
2017-12-24,1,Along With the Gods: The Two Worlds
2017-12-24,1,Coco
2017-12-24,1,No box office data for the weekend of 24 December 2017.
2017-12-27,1,1987: When the Day Comes
2017-12-31,1,Jumanji: Welcome to the Jungle
2017-12-31,1,Star Wars: The Last Jedi †
2017-12-31,1,Coco
2017-12-31,1,The Greatest Showman
2017-12-31,1,Along With the Gods: The Two Worlds
2017-12-31,1,Wonder
2017-12-31,1,Star Wars: The Last Jedi
2018-01-07,1,Insidious: The Last Key
2018-01-07,1,Jumanji: Welcome to the Jungle
2018-01-07,1,Star Wars: The Last Jedi
2018-01-07,1,The Ex-File 3: The Return of the Exes
2018-01-07,1,Along with the Gods: The Two Worlds
2018-01-11,1,Coco
2018-01-14,1,Ferdinand
2018-01-14,1,The Shape of Water
2018-01-14,1,Benedetta follia
2018-01-14,1,1987: When the Day Comes
2018-01-14,1,The Ex-File 3: The Return of the Exes
2018-01-14,1,Star Wars: The Last Jedi
2018-01-14,1,Jumanji: Welcome to the Jungle
2018-01-14,1,The Legend of Muay Thai: 9 Satra
2018-01-14,1,Coco
2018-01-17,1,Keys to the Heart
2018-01-21,1,Den of Thieves
2018-01-21,1,Coco
2018-01-21,1,The Shape of Water
2018-01-21,1,Benedetta follia
2018-01-21,1,Maze Runner: The Death Cure
2018-01-21,1,The Post
2018-01-21,1,Brillantissime
2018-01-21,1,Forever Young
2018-01-21,1,The Legend of Muay Thai: 9 Satra
2018-01-21,1,Jumanji: Welcome to the Jungle
2018-01-21,1,Insidious: The Last Key
2018-01-21,1,Star Wars: The Last Jedi
2018-01-28,1,Secret Superstar
2018-01-28,1,Made In Italy
2018-01-28,1,Coco
2018-01-28,1,Insidious: The Last Key
2018-01-28,1,Maze Runner: The Death Cure
2018-01-28,1,The Post
2018-01-28,1,"I, Tonya"
2018-01-28,1,The Shape of Water
2018-01-28,1,Keys to the Heart
2018-01-28,1,Star Wars: The Last Jedi
2018-01-28,1,Wonder
2018-02-04,1,The Greatest Showman
2018-02-04,1,Insidious: The Last Key
2018-02-04,1,Jumanji: Welcome to the Jungle
2018-02-04,1,Sara's Notebook
2018-02-04,1,Secret Superstar
2018-02-04,1,The Post
2018-02-04,1,Maze Runner: The Death Cure
2018-02-04,1,Coco
2018-02-04,1,Psychokinesis
2018-02-04,1,Les Tuche 3
2018-02-11,1,Detective K: Secret of the Living Dead
2018-02-11,1,Les Tuche 3
2018-02-11,1,Secret Superstar
2018-02-11,1,Fifty Shades Freed
2018-02-14,1,Black Panther
2018-02-18,1,Black Panther †
2018-02-18,1,Monster Hunt 2
2018-02-18,1,There is No Place Like Home
2018-02-18,1,Jumanji: Welcome to the Jungle
2018-02-18,1,Fifty Shades Freed
2018-02-18,1,Black Panther
2018-02-25,1,Detective Chinatown 2
2018-02-25,1,There is No Place Like Home
2018-02-25,1,Fifty Shades Freed
2018-02-25,1,Black Panther †
2018-02-25,1,Black Panther
2018-03-04,1,La ch'tite famille
2018-03-04,1,Red Sparrow
2018-03-04,1,Operation Red Sea
2018-03-04,1,Black Panther
2018-03-04,1,Black Panther †
2018-03-04,1,The Princess and the Matchmaker
2018-03-04,1,Fifty Shades Freed
2018-03-11,1,The Shape of Water
2018-03-11,1,Coco
2018-03-11,1,Fifty Shades Freed
2018-03-11,1,Red Sparrow
2018-03-11,1,Black Panther †
2018-03-11,1,La ch'tite famille
2018-03-11,1,Tomb Raider
2018-03-11,1,Black Panther
2018-03-11,1,The Vanished
2018-03-18,1,Tomb Raider
2018-03-18,1,Peter Rabbit
2018-03-18,1,Be with You
2018-03-18,1,Red Sparrow
2018-03-18,1,La ch'tite famille
2018-03-18,1,Black Panther †
2018-03-18,1,Black Panther
2018-03-25,1,Rolling to You
2018-03-25,1,Pacific Rim: Uprising
2018-03-25,1,Pacific Rim Uprising
2018-03-25,1,Peter Rabbit
2018-04-01,1,Pacific Rim: Uprising
2018-04-01,1,Ready Player One
2018-04-01,1,Peter Rabbit
2018-04-01,1,Nothing to Lose
2018-04-01,1,Gonjiam: Haunted Asylum
2018-04-08,1,Nothing to Lose
2018-04-08,1,Blockers
2018-04-08,1,A Quiet Place
2018-04-08,1,Ready Player One
2018-04-08,1,Gonjiam: Haunted Asylum
2018-04-08,1,Den of Thieves
2018-04-08,1,Campeones
2018-04-08,1,Peter Rabbit
2018-04-15,1,Campeones
2018-04-15,1,Taxi 5
2018-04-15,1,Rampage
2018-04-15,1,Blockers
2018-04-15,1,Nothing to Lose
2018-04-15,1,A Quiet Place
2018-04-15,1,Peter Rabbit
2018-04-16,1,Rampage
2018-04-22,1,Loving Pablo
2018-04-22,1,Nothing to Lose
2018-04-22,1,Blockers
2018-04-22,1,Campeones
2018-04-22,1,I Feel Pretty
2018-04-22,1,A Quiet Place
2018-04-22,1,Peter Rabbit
2018-04-22,1,Truth or Dare
2018-04-22,1,Rampage
2018-04-22,1,Taxi 5
2018-04-25,1,Avengers: Infinity War
2018-04-29,1,Truth or Dare
2018-04-29,1,Avengers: Infinity War
2018-04-29,1,Us and Them
2018-04-29,1,Avengers: Infinity War †
2018-05-06,1,Us and Them
2018-05-06,1,Avengers: Infinity War †
2018-05-06,1,Truth or Dare
2018-05-06,1,Avengers: Infinity War
2018-05-13,1,Brother of the Year
2018-05-13,1,Overboard
2018-05-13,1,Avengers: Infinity War
2018-05-13,1,Avengers: Infinity War †
2018-05-16,1,Deadpool 2
2018-05-20,1,Avengers: Infinity War
2018-05-20,1,Deadpool 2
2018-05-20,1,Based on a True Story
2018-05-22,1,Believer
2018-05-27,1,Deadpool 2
2018-05-27,1,Based on a True Story
2018-05-27,1,Believer
2018-05-27,1,Solo: A Star Wars Story
2018-05-27,1,How Long Will I Love U
2018-06-03,1,Deadpool 2
2018-06-03,1,Believer
2018-06-03,1,Doraemon the Movie: Nobita's Treasure Island
2018-06-03,1,Overboard
2018-06-03,1,Solo: A Star Wars Story
2018-06-06,1,Jurassic World: Fallen Kingdom
2018-06-10,1,Toilet: Ek Prem Katha
2018-06-10,1,Ocean's 8
2018-06-10,1,Overboard
2018-06-10,1,Jurassic World: Fallen Kingdom
2018-06-10,1,Solo: A Star Wars Story
2018-06-10,1,Deadpool 2
2018-06-17,1,The Accidental Detective 2: In Action
2018-06-17,1,Midnight Sun
2018-06-17,1,Jurassic World: Fallen Kingdom
2018-06-17,1,Incredibles 2
2018-06-24,1,The Accidental Detective 2: In Action
2018-06-24,1,Jurassic World: Fallen Kingdom
2018-06-24,1,Ocean's 8
2018-06-24,1,Incredibles 2
2018-07-01,1,Incredibles 2
2018-07-01,1,Ocean's 8
2018-07-01,1,Jurassic World: Fallen Kingdom
2018-07-01,1,The Witch: Part 1. The Subversion
2018-07-01,1,Animal World
2018-07-04,1,Ant-Man and the Wasp
2018-07-08,1,Dying to Survive
2018-07-08,1,Jurassic World: Fallen Kingdom
2018-07-08,1,Incredibles 2
2018-07-08,1,No box office data for the weekend of 8 July 2018.
2018-07-08,1,The First Purge
2018-07-08,1,Ant-Man and the Wasp
2018-07-15,1,Dying to Survive
2018-07-15,1,Skyscraper
2018-07-15,1,The First Purge
2018-07-15,1,12 Strong
2018-07-15,1,Incredibles 2
2018-07-15,1,Hotel Transylvania 3: A Monster Vacation
2018-07-15,1,Ant-Man and the Wasp
2018-07-15,1,Hotel Transylvania 3: Summer Vacation
2018-07-22,1,Hotel Transylvania 3: A Monster Vacation
2018-07-22,1,Hotel Transylvania 3: Summer Vacation
2018-07-22,1,Skyscraper
2018-07-22,1,Mamma Mia! Here We Go Again
2018-07-22,1,The Equalizer 2
2018-07-22,1,Incredibles 2
2018-07-22,1,Mamma Mia: Here We Go Again!
2018-07-25,1,Mission: Impossible – Fallout
2018-07-29,1,Mamma Mia! Here We Go Again
2018-07-29,1,Ocean's 8
2018-07-29,1,Incredibles 2
2018-07-29,1,Mission: Impossible – Fallout
2018-07-29,1,Hello Mr. Billionaire
2018-07-29,1,Hotel Transylvania 3: Summer Vacation
2018-07-29,1,Mamma Mia: Here We Go Again!
2018-08-01,1,Along with the Gods: The Last 49 Days
2018-08-05,1,Incredibles 2
2018-08-05,1,Hotel Transylvania 3: Summer Vacation
2018-08-05,1,Along with the Gods: The Last 49 Days †
2018-08-05,1,Ya Veremos
2018-08-05,1,Hello Mr. Billionaire
2018-08-05,1,Ocean's 8
2018-08-05,1,An Unexpected Love
2018-08-05,1,Mission: Impossible – Fallout
2018-08-08,1,The Spy Gone North
2018-08-12,1,El Angel
2018-08-12,1,The Meg
2018-08-12,1,Along with the Gods: The Last 49 Days †
2018-08-12,1,The Island
2018-08-12,1,The First Purge
2018-08-12,1,Mission: Impossible – Fallout
2018-08-12,1,Hotel Transylvania 3: Summer Vacation
2018-08-19,1,Crazy Rich Asians
2018-08-19,1,Ant-Man and the Wasp
2018-08-19,1,El Angel
2018-08-19,1,The Island
2018-08-19,1,Incredibles 2
2018-08-19,1,Hotel Transylvania 3: Summer Vacation
2018-08-19,1,The Witness
2018-08-19,1,The Meg
2018-08-19,1,Mission: Impossible – Fallout
2018-08-19,1,The Equalizer 2
2018-08-26,1,El Angel
2018-08-26,1,Slender Man
2018-08-26,1,Ant-Man and the Wasp
2018-08-26,1,The Meg
2018-08-26,1,Hotel Transylvania 3: Summer Vacation
2018-08-26,1,Khun Pan 2
2018-08-26,1,Crazy Rich Asians
2018-08-26,1,Sauerkrautkoma
2018-08-26,1,Alpha
2018-08-26,1,On Your Wedding Day
2018-09-02,1,The Spy Who Dumped Me
2018-09-02,1,Teen Titans Go! To the Movies
2018-09-02,1,Yucatan
2018-09-02,1,The Equalizer 2
2018-09-02,1,Slender Man
2018-09-02,1,Crazy Rich Asians
2018-09-02,1,El Angel
2018-09-02,1,The Meg
2018-09-02,1,On Your Wedding Day
2018-09-02,1,Mission: Impossible – Fallout
2018-09-02,1,Alpha
2018-09-02,1,Mamma Mia! Here We Go Again
2018-09-02,1,Hotel Transylvania 3: Summer Vacation
2018-09-09,1,Searching
2018-09-09,1,Mamma Mia: Here We Go Again!
2018-09-09,1,The Nun
2018-09-09,1,The Spy Who Dumped Me
2018-09-09,1,Alpha
2018-09-09,1,Crazy Rich Asians
2018-09-09,1,Mission: Impossible – Fallout
2018-09-09,1,Photo de Famille
2018-09-13,1,Jumanji: Welcome to the Jungle
2018-09-16,1,Alpha
2018-09-16,1,Crazy Rich Asians
2018-09-16,1,Peppermint
2018-09-16,1,L Storm
2018-09-16,1,The Nun
2018-09-16,1,The Predator
2018-09-16,1,Mamma Mia: Here We Go Again!
2018-09-16,1,Première année
2018-09-16,1,Searching
2018-09-16,1,BlacKkKlansman
2018-09-19,1,The Great Battle
2018-09-23,1,The Predator
2018-09-23,1,Bikeman
2018-09-23,1,Golden Job
2018-09-23,1,The House with a Clock in Its Walls
2018-09-23,1,The Nun
2018-09-23,1,Incredibles 2
2018-09-23,1,Johnny English Strikes Again
2018-09-23,1,The Great Battle
2018-09-23,1,BlacKkKlansman
2018-09-30,1,Johnny English Strikes Again
2018-09-30,1,The Nun
2018-09-30,1,Incredibles 2
2018-09-30,1,Night School
2018-09-30,1,"Hello, Mrs. Money"
2018-09-30,1,Smallfoot
2018-09-30,1,The Predator
2018-09-30,1,The House with a Clock in Its Walls
2018-09-30,1,The Great Battle
2018-09-30,1,A Simple Favor
2018-10-03,1,Venom
2018-10-03,1,Dark Figure of Crime
2018-10-07,1,Alad'2
2018-10-07,1,Venom
2018-10-07,1,Project Gutenberg
2018-10-07,1,Johnny English Strikes Again
2018-10-07,1,The Predator
2018-10-14,1,Dark Figure of Crime
2018-10-14,1,Project Gutenberg
2018-10-14,1,Venom
2018-10-14,1,A Star Is Born
2018-10-21,1,Venom
2018-10-21,1,A Star Is Born
2018-10-21,1,Johnny English Strikes Again
2018-10-21,1,First Man
2018-10-21,1,Nakee 2
2018-10-21,1,Halloween
2018-10-21,1,Project Gutenberg
2018-10-28,1,Sink or Swim
2018-10-28,1,Venom
2018-10-28,1,Rampant
2018-10-28,1,Smallfoot
2018-10-28,1,Halloween
2018-10-28,1,A Star Is Born
2018-10-28,1,Homestay
2018-10-28,1,The Predator
2018-10-31,1,Bohemian Rhapsody
2018-10-31,1,Intimate Strangers
2018-11-04,1,Sink or Swim
2018-11-04,1,Intimate Strangers
2018-11-04,1,Homestay
2018-11-04,1,Bohemian Rhapsody
2018-11-04,1,The Nutcracker and the Four Realms
2018-11-04,1,Bohemian Rhapsody †
2018-11-11,1,Bohemian Rhapsody
2018-11-11,1,The Grinch
2018-11-11,1,Venom
2018-11-11,1,Intimate Strangers
2018-11-11,1,Halloween
2018-11-11,1,The Nutcracker and the Four Realms
2018-11-11,1,Bohemian Rhapsody †
2018-11-18,1,Night School
2018-11-18,1,The Nutcracker and the Four Realms
2018-11-18,1,Fantastic Beasts: The Crimes of Grindelwald
2018-11-18,1,Venom
2018-11-25,1,Superlópez
2018-11-25,1,Fantastic Beasts: The Crimes of Grindelwald
2018-11-25,1,The Grinch
2018-11-25,1,A Cool Fish
2018-11-25,1,Ralph Breaks the Internet
2018-11-25,1,Hell Fest
2018-11-25,1,Bohemian Rhapsody
2018-11-28,1,Default
2018-12-02,1,Bohemian Rhapsody
2018-12-02,1,The Grinch
2018-12-02,1,Robin Hood
2018-12-02,1,Ralph Breaks the Internet
2018-12-02,1,Superlópez
2018-12-02,1,Creed II
2018-12-02,1,A Cool Fish
2018-12-02,1,Default
2018-12-02,1,Fantastic Beasts: The Crimes of Grindelwald
2018-12-09,1,Default
2018-12-09,1,Ralph Breaks the Internet
2018-12-09,1,Asterix: The Secret of the Magic Potion
2018-12-09,1,The Grinch
2018-12-09,1,Bohemian Rhapsody
2018-12-09,1,Aquaman
2018-12-09,1,Robin Hood
2018-12-09,1,Mortal Engines
2018-12-16,1,The Grinch
2018-12-16,1,Spider-Man: Into the Spider-Verse
2018-12-16,1,Aquaman
2018-12-16,1,Ralph Breaks the Internet
2018-12-16,1,Bohemian Rhapsody
2018-12-16,1,Second Act
2018-12-16,1,Asterix: The Secret of the Magic Potion
2018-12-19,1,Aquaman
2018-12-23,1,Aquaman
2018-12-23,1,Bumblebee
2018-12-23,1,The Grinch
2018-12-23,1,Spider-Man: Into the Spider-Verse
2018-12-23,1,Mary Poppins Returns
2018-12-23,1,Aquaman †
2018-12-30,1,Aquaman †
2018-12-30,1,Spider-Man: Into the Spider-Verse
2018-12-30,1,Kill Mobile
2018-12-30,1,Bumblebee
2018-12-30,1,Mary Poppins Returns
2018-12-30,1,Aquaman
2019-01-06,1,How to Train Your Dragon: The Hidden World
2019-01-06,1,Mortal Engines
2019-01-06,1,Ralph Breaks the Internet
2019-01-06,1,Mary Poppins Returns
2019-01-06,1,Aquaman
2019-01-06,1,Cemara's Family
2019-01-06,1,Bumblebee
2019-01-13,1,Aquaman
2019-01-13,1,Mary Poppins Returns
2019-01-13,1,Mal-Mo-E: The Secret Mission
2019-01-13,1,Bumblebee
2019-01-13,1,Creed II
2019-01-13,1,Spider-Man: Into the Spider-Verse
2019-01-13,1,The Upside
2019-01-13,1,Cemara's Family
2019-01-13,1,Dragon Ball Super: Broly
2019-01-13,1,Non ci resta che il crimine
2019-01-16,1,Dragon Ball Super: Broly
2019-01-20,1,Cemara's Family
2019-01-20,1,Bumblebee
2019-01-20,1,Glass
2019-01-20,1,How to Train Your Dragon: The Hidden World
2019-01-20,1,Mal-Mo-E: The Secret Mission
2019-01-20,1,Ralph Breaks the Internet
2019-01-20,1,Dragon Ball Super: Broly
2019-01-20,1,Mia and the White Lion
2019-01-27,1,Creed II
2019-01-27,1,Once Upon a Deadpool
2019-01-27,1,Preman Pensiun
2019-01-27,1,Dragon Ball Super: Broly
2019-01-27,1,The Mule
2019-01-27,1,Glass
2019-01-27,1,A Dog's Way Home
2019-01-27,1,Spider-Man: Into the Spider-Verse
2019-01-27,1,Mirreyes contra Godínez
2019-01-27,1,How to Train Your Dragon: The Hidden World
2019-01-27,1,Ralph Breaks the Internet
2019-01-27,1,Extreme Job †
2019-02-03,1,Serial  Weddings 2
2019-02-03,1,Orang Kaya Baru
2019-02-03,1,Extreme Job †
2019-02-03,1,How to Train Your Dragon: The Hidden World
2019-02-03,1,White Snake
2019-02-03,1,Under the Same Roof
2019-02-03,1,Escape Room
2019-02-03,1,Green Book
2019-02-03,1,Ralph Breaks the Internet
2019-02-03,1,Glass
2019-02-03,1,The Mule
2019-02-10,1,Escape Room
